date,year,month,n34_anom,oni_center,mei,n34_lag1,n34_lag2,n34_lag3,n34_lag6,n34_lag12,n34_roll3,n34_roll5,n34_trend1,n34_trend3,month_sin,month_cos,mei_lag1,mei_lag3,state_now,target_n34_anom_t3,target_oni_t3,target_state,persist_pred_state,has_core_features,mei_available,has_target,split
1960-12,1960,12,-0.38,0.05,,-0.45,-0.49,-0.28,-0.49,-0.42,-0.44,-0.35,0.07,-0.1,-0.0,1.0,,,Neutral,-0.35,0.04,Neutral,Neutral,True,False,True,train
1961-01,1961,1,-0.31,0.04,,-0.38,-0.45,-0.49,-0.41,-0.28,-0.38,-0.382,0.07,0.18,0.5,0.866,,,Neutral,-0.46,0.09,Neutral,Neutral,True,False,True,train
1961-02,1961,2,-0.19,0.03,,-0.31,-0.38,-0.45,-0.15,-0.46,-0.2933,-0.364,0.12,0.26,0.866,0.5,,,Neutral,-0.18,0.23,Neutral,Neutral,True,False,True,train
1961-03,1961,3,-0.35,0.04,,-0.19,-0.31,-0.38,-0.28,-0.3,-0.2833,-0.336,-0.16,0.03,1.0,0.0,,,Neutral,-0.06,0.27,Neutral,Neutral,True,False,True,train
1961-04,1961,4,-0.46,0.09,,-0.35,-0.19,-0.31,-0.49,-0.33,-0.3333,-0.338,-0.11,-0.15,0.866,-0.5,,,Neutral,-0.41,0.14,Neutral,Neutral,True,False,True,train
1961-05,1961,5,-0.18,0.23,,-0.46,-0.35,-0.19,-0.45,-0.25,-0.33,-0.298,0.28,0.01,0.5,-0.866,,,Neutral,-0.67,-0.13,Neutral,Neutral,True,False,True,train
1961-06,1961,6,-0.06,0.27,,-0.18,-0.46,-0.35,-0.38,-0.49,-0.2333,-0.248,0.12,0.29,0.0,-1.0,,,Neutral,-0.94,-0.3,Neutral,Neutral,True,False,True,train
1961-07,1961,7,-0.41,0.14,,-0.06,-0.18,-0.46,-0.31,-0.41,-0.2167,-0.292,-0.35,0.05,-0.5,-0.866,,,Neutral,-1.01,-0.26,Neutral,Neutral,True,False,True,train
1961-08,1961,8,-0.67,-0.13,,-0.41,-0.06,-0.18,-0.19,-0.15,-0.38,-0.356,-0.26,-0.49,-0.866,-0.5,,,Neutral,-0.63,-0.19,Neutral,Neutral,True,False,True,train
1961-09,1961,9,-0.94,-0.3,,-0.67,-0.41,-0.06,-0.35,-0.28,-0.6733,-0.452,-0.27,-0.88,-1.0,-0.0,,,La Nina,-0.63,-0.16,Neutral,La Nina,True,False,True,train
1961-10,1961,10,-1.01,-0.26,,-0.94,-0.67,-0.41,-0.46,-0.49,-0.8733,-0.618,-0.07,-0.6,-0.866,0.5,,,La Nina,-0.59,-0.24,Neutral,La Nina,True,False,True,train
1961-11,1961,11,-0.63,-0.19,,-1.01,-0.94,-0.67,-0.18,-0.45,-0.86,-0.732,0.38,0.04,-0.5,0.866,,,La Nina,-0.57,-0.22,Neutral,La Nina,True,False,True,train
1961-12,1961,12,-0.63,-0.16,,-0.63,-1.01,-0.94,-0.06,-0.38,-0.7567,-0.776,0.0,0.31,-0.0,1.0,,,La Nina,-0.48,-0.2,Neutral,La Nina,True,False,True,train
1962-01,1962,1,-0.59,-0.24,,-0.63,-0.63,-1.01,-0.41,-0.31,-0.6167,-0.76,0.04,0.42,0.5,0.866,,,La Nina,-0.69,-0.26,Neutral,La Nina,True,False,True,train
1962-02,1962,2,-0.57,-0.22,,-0.59,-0.63,-0.63,-0.67,-0.19,-0.5967,-0.686,0.02,0.06,0.866,0.5,,,La Nina,-0.89,-0.28,Neutral,La Nina,True,False,True,train
1962-03,1962,3,-0.48,-0.2,,-0.57,-0.59,-0.63,-0.94,-0.35,-0.5467,-0.58,0.09,0.15,1.0,0.0,,,La Nina,-0.65,-0.2,Neutral,La Nina,True,False,True,train
1962-04,1962,4,-0.69,-0.26,,-0.48,-0.57,-0.59,-1.01,-0.46,-0.58,-0.592,-0.21,-0.1,0.866,-0.5,,,La Nina,-0.53,-0.04,Neutral,La Nina,True,False,True,train
1962-05,1962,5,-0.89,-0.28,,-0.69,-0.48,-0.57,-0.63,-0.18,-0.6867,-0.644,-0.2,-0.32,0.5,-0.866,,,La Nina,-0.53,-0.07,Neutral,La Nina,True,False,True,train
1962-06,1962,6,-0.65,-0.2,,-0.89,-0.69,-0.48,-0.63,-0.06,-0.7433,-0.656,0.24,-0.17,0.0,-1.0,,,La Nina,-0.78,-0.11,Neutral,La Nina,True,False,True,train
1962-07,1962,7,-0.53,-0.04,,-0.65,-0.89,-0.69,-0.59,-0.41,-0.69,-0.648,0.12,0.16,-0.5,-0.866,,,La Nina,-0.75,-0.22,Neutral,La Nina,True,False,True,train
1962-08,1962,8,-0.53,-0.07,,-0.53,-0.65,-0.89,-0.57,-0.67,-0.57,-0.658,0.0,0.36,-0.866,-0.5,,,La Nina,-0.95,-0.31,Neutral,La Nina,True,False,True,train
1962-09,1962,9,-0.78,-0.11,,-0.53,-0.53,-0.65,-0.48,-0.94,-0.6133,-0.676,-0.25,-0.13,-1.0,-0.0,,,La Nina,-0.93,-0.43,Neutral,La Nina,True,False,True,train
1962-10,1962,10,-0.75,-0.22,,-0.78,-0.53,-0.53,-0.69,-1.01,-0.6867,-0.648,0.03,-0.22,-0.866,0.5,,,La Nina,-0.78,-0.4,Neutral,La Nina,True,False,True,train
1962-11,1962,11,-0.95,-0.31,,-0.75,-0.78,-0.53,-0.89,-0.63,-0.8267,-0.708,-0.2,-0.42,-0.5,0.866,,,La Nina,-0.53,-0.15,Neutral,La Nina,True,False,True,train
1962-12,1962,12,-0.93,-0.43,,-0.95,-0.75,-0.78,-0.65,-0.63,-0.8767,-0.788,0.02,-0.15,-0.0,1.0,,,La Nina,-0.1,0.15,Neutral,La Nina,True,False,True,train
1963-01,1963,1,-0.78,-0.4,,-0.93,-0.95,-0.75,-0.53,-0.59,-0.8867,-0.838,0.15,-0.03,0.5,0.866,,,La Nina,-0.03,0.27,Neutral,La Nina,True,False,True,train
1963-02,1963,2,-0.53,-0.15,,-0.78,-0.93,-0.95,-0.53,-0.57,-0.7467,-0.788,0.25,0.42,0.866,0.5,,,La Nina,-0.3,0.31,Neutral,La Nina,True,False,True,train
1963-03,1963,3,-0.1,0.15,,-0.53,-0.78,-0.93,-0.78,-0.48,-0.47,-0.658,0.43,0.83,1.0,0.0,,,Neutral,-0.11,0.52,El Nino,Neutral,True,False,True,train
1963-04,1963,4,-0.03,0.27,,-0.1,-0.53,-0.78,-0.75,-0.69,-0.22,-0.474,0.07,0.75,0.866,-0.5,,,Neutral,0.49,0.86,El Nino,Neutral,True,False,True,train
1963-05,1963,5,-0.3,0.31,,-0.03,-0.1,-0.53,-0.95,-0.89,-0.1433,-0.348,-0.27,0.23,0.5,-0.866,,,Neutral,0.62,1.14,El Nino,Neutral,True,False,True,train
1963-06,1963,6,-0.11,0.52,,-0.3,-0.03,-0.1,-0.93,-0.65,-0.1467,-0.214,0.19,-0.01,0.0,-1.0,,,Neutral,0.68,1.22,El Nino,Neutral,True,False,True,train
1963-07,1963,7,0.49,0.86,,-0.11,-0.3,-0.03,-0.78,-0.53,0.0267,-0.01,0.6,0.52,-0.5,-0.866,,,Neutral,0.64,1.29,El Nino,Neutral,True,False,True,train
1963-08,1963,8,0.62,1.14,,0.49,-0.11,-0.3,-0.53,-0.53,0.3333,0.134,0.13,0.92,-0.866,-0.5,,,Neutral,0.77,1.37,El Nino,Neutral,True,False,True,train
1963-09,1963,9,0.68,1.22,,0.62,0.49,-0.11,-0.1,-0.78,0.5967,0.276,0.06,0.79,-1.0,-0.0,,,El Nino,1.02,1.31,El Nino,El Nino,True,False,True,train
1963-10,1963,10,0.64,1.29,,0.68,0.62,0.49,-0.03,-0.75,0.6467,0.464,-0.04,0.15,-0.866,0.5,,,El Nino,0.79,1.07,El Nino,El Nino,True,False,True,train
1963-11,1963,11,0.77,1.37,,0.64,0.68,0.62,-0.3,-0.95,0.6967,0.64,0.13,0.15,-0.5,0.866,,,El Nino,0.38,0.62,El Nino,El Nino,True,False,True,train
1963-12,1963,12,1.02,1.31,,0.77,0.64,0.68,-0.11,-0.93,0.81,0.746,0.25,0.34,-0.0,1.0,,,El Nino,-0.26,0.12,Neutral,El Nino,True,False,True,train
1964-01,1964,1,0.79,1.07,,1.02,0.77,0.64,0.49,-0.78,0.86,0.78,-0.23,0.15,0.5,0.866,,,El Nino,-0.87,-0.33,Neutral,El Nino,True,False,True,train
1964-02,1964,2,0.38,0.62,,0.79,1.02,0.77,0.62,-0.53,0.73,0.72,-0.41,-0.39,0.866,0.5,,,El Nino,-1.12,-0.58,La Nina,El Nino,True,False,True,train
1964-03,1964,3,-0.26,0.12,,0.38,0.79,1.02,0.68,-0.1,0.3033,0.54,-0.64,-1.28,1.0,0.0,,,Neutral,-1.14,-0.58,La Nina,Neutral,True,False,True,train
1964-04,1964,4,-0.87,-0.33,,-0.26,0.38,0.79,0.64,-0.03,-0.25,0.212,-0.61,-1.66,0.866,-0.5,,,Neutral,-0.96,-0.6,La Nina,Neutral,True,False,True,train
1964-05,1964,5,-1.12,-0.58,,-0.87,-0.26,0.38,0.77,-0.3,-0.75,-0.216,-0.25,-1.5,0.5,-0.866,,,La Nina,-1.26,-0.66,La Nina,La Nina,True,False,True,train
1964-06,1964,6,-1.14,-0.58,,-1.12,-0.87,-0.26,1.02,-0.11,-1.0433,-0.602,-0.02,-0.88,0.0,-1.0,,,La Nina,-1.4,-0.76,La Nina,La Nina,True,False,True,train
1964-07,1964,7,-0.96,-0.6,,-1.14,-1.12,-0.87,0.79,0.49,-1.0733,-0.87,0.18,-0.09,-0.5,-0.866,,,La Nina,-1.35,-0.8,La Nina,La Nina,True,False,True,train
1964-08,1964,8,-1.26,-0.66,,-0.96,-1.14,-1.12,0.38,0.62,-1.12,-1.07,-0.3,-0.14,-0.866,-0.5,,,La Nina,-1.44,-0.82,La Nina,La Nina,True,False,True,train
1964-09,1964,9,-1.4,-0.76,,-1.26,-0.96,-1.14,-0.26,0.68,-1.2067,-1.176,-0.14,-0.26,-1.0,-0.0,,,La Nina,-1.37,-0.78,La Nina,La Nina,True,False,True,train
1964-10,1964,10,-1.35,-0.8,,-1.4,-1.26,-0.96,-0.87,0.64,-1.3367,-1.222,0.05,-0.39,-0.866,0.5,,,La Nina,-0.89,-0.59,La Nina,La Nina,True,False,True,train
1964-11,1964,11,-1.44,-0.82,,-1.35,-1.4,-1.26,-1.12,0.77,-1.3967,-1.282,-0.09,-0.18,-0.5,0.866,,,La Nina,-0.56,-0.28,Neutral,La Nina,True,False,True,train
1964-12,1964,12,-1.37,-0.78,,-1.44,-1.35,-1.4,-1.14,1.02,-1.3867,-1.364,0.07,0.03,-0.0,1.0,,,La Nina,-0.34,-0.07,Neutral,La Nina,True,False,True,train
1965-01,1965,1,-0.89,-0.59,,-1.37,-1.44,-1.35,-0.96,0.79,-1.2333,-1.29,0.48,0.46,0.5,0.866,,,La Nina,-0.44,0.18,Neutral,La Nina,True,False,True,train
1965-02,1965,2,-0.56,-0.28,,-0.89,-1.37,-1.44,-1.26,0.38,-0.94,-1.122,0.33,0.88,0.866,0.5,,,La Nina,0.06,0.46,Neutral,La Nina,True,False,True,train
1965-03,1965,3,-0.34,-0.07,,-0.56,-0.89,-1.37,-1.4,-0.26,-0.5967,-0.92,0.22,1.03,1.0,0.0,,,La Nina,0.36,0.83,El Nino,La Nina,True,False,True,train
1965-04,1965,4,-0.44,0.18,,-0.34,-0.56,-0.89,-1.35,-0.87,-0.4467,-0.72,-0.1,0.45,0.866,-0.5,,,Neutral,0.61,1.22,El Nino,Neutral,True,False,True,train
1965-05,1965,5,0.06,0.46,,-0.44,-0.34,-0.56,-1.44,-1.12,-0.24,-0.434,0.5,0.62,0.5,-0.866,,,Neutral,1.12,1.54,El Nino,Neutral,True,False,True,train
1965-06,1965,6,0.36,0.83,,0.06,-0.44,-0.34,-1.37,-1.14,-0.0067,-0.184,0.3,0.7,0.0,-1.0,,,Neutral,1.29,1.85,El Nino,Neutral,True,False,True,train
1965-07,1965,7,0.61,1.22,,0.36,0.06,-0.44,-0.89,-0.96,0.3433,0.05,0.25,1.05,-0.5,-0.866,,,Neutral,1.45,1.98,El Nino,Neutral,True,False,True,train
1965-08,1965,8,1.12,1.54,,0.61,0.36,0.06,-0.56,-1.26,0.6967,0.342,0.51,1.06,-0.866,-0.5,,,El Nino,1.42,1.97,El Nino,El Nino,True,False,True,train
1965-09,1965,9,1.29,1.85,,1.12,0.61,0.36,-0.34,-1.4,1.0067,0.688,0.17,0.93,-1.0,-0.0,,,El Nino,1.36,1.72,El Nino,El Nino,True,False,True,train
1965-10,1965,10,1.45,1.98,,1.29,1.12,0.61,-0.44,-1.35,1.2867,0.966,0.16,0.84,-0.866,0.5,,,El Nino,1.12,1.37,El Nino,El Nino,True,False,True,train
1965-11,1965,11,1.42,1.97,,1.45,1.29,1.12,0.06,-1.44,1.3867,1.178,-0.03,0.3,-0.5,0.866,,,El Nino,0.8,1.17,El Nino,El Nino,True,False,True,train
1965-12,1965,12,1.36,1.72,,1.42,1.45,1.29,0.36,-1.37,1.41,1.328,-0.06,0.07,-0.0,1.0,,,El Nino,0.93,0.98,El Nino,El Nino,True,False,True,train
1966-01,1966,1,1.12,1.37,,1.36,1.42,1.45,0.61,-0.89,1.3,1.328,-0.24,-0.33,0.5,0.866,,,El Nino,0.35,0.66,El Nino,El Nino,True,False,True,train
1966-02,1966,2,0.8,1.17,,1.12,1.36,1.42,1.12,-0.56,1.0933,1.23,-0.32,-0.62,0.866,0.5,,,El Nino,-0.38,0.35,Neutral,El Nino,True,False,True,train
1966-03,1966,3,0.93,0.98,,0.8,1.12,1.36,1.29,-0.34,0.95,1.126,0.13,-0.43,1.0,0.0,,,El Nino,-0.08,0.24,Neutral,El Nino,True,False,True,train
1966-04,1966,4,0.35,0.66,,0.93,0.8,1.12,1.45,-0.44,0.6933,0.912,-0.58,-0.77,0.866,-0.5,,,El Nino,0.04,0.24,Neutral,El Nino,True,False,True,train
1966-05,1966,5,-0.38,0.35,,0.35,0.93,0.8,1.42,0.06,0.3,0.564,-0.73,-1.18,0.5,-0.866,,,Neutral,-0.37,0.12,Neutral,Neutral,True,False,True,train
1966-06,1966,6,-0.08,0.24,,-0.38,0.35,0.93,1.36,0.36,-0.0367,0.324,0.3,-1.01,0.0,-1.0,,,Neutral,-0.44,-0.05,Neutral,Neutral,True,False,True,train
1966-07,1966,7,0.04,0.24,,-0.08,-0.38,0.35,1.12,0.61,-0.14,0.172,0.12,-0.31,-0.5,-0.866,,,Neutral,-0.5,-0.1,Neutral,Neutral,True,False,True,train
1966-08,1966,8,-0.37,0.12,,0.04,-0.08,-0.38,0.8,1.12,-0.1367,-0.088,-0.41,0.01,-0.866,-0.5,,,Neutral,-0.47,-0.18,Neutral,Neutral,True,False,True,train
1966-09,1966,9,-0.44,-0.05,,-0.37,0.04,-0.08,0.93,1.29,-0.2567,-0.246,-0.07,-0.36,-1.0,-0.0,,,Neutral,-0.57,-0.3,Neutral,Neutral,True,False,True,train
1966-10,1966,10,-0.5,-0.1,,-0.44,-0.37,0.04,0.35,1.45,-0.4367,-0.27,-0.06,-0.54,-0.866,0.5,,,Neutral,-0.67,-0.41,Neutral,Neutral,True,False,True,train
1966-11,1966,11,-0.47,-0.18,,-0.5,-0.44,-0.37,-0.38,1.42,-0.47,-0.348,0.03,-0.1,-0.5,0.866,,,Neutral,-0.64,-0.48,Neutral,Neutral,True,False,True,train
1966-12,1966,12,-0.57,-0.3,,-0.47,-0.5,-0.44,-0.08,1.36,-0.5133,-0.47,-0.1,-0.13,-0.0,1.0,,,La Nina,-0.78,-0.53,La Nina,La Nina,True,False,True,train
1967-01,1967,1,-0.67,-0.41,,-0.57,-0.47,-0.5,0.04,1.12,-0.57,-0.53,-0.1,-0.17,0.5,0.866,,,La Nina,-1.08,-0.45,Neutral,La Nina,True,False,True,train
1967-02,1967,2,-0.64,-0.48,,-0.67,-0.57,-0.47,-0.37,0.8,-0.6267,-0.57,0.03,-0.17,0.866,0.5,,,La Nina,-0.59,-0.24,Neutral,La Nina,True,False,True,train
1967-03,1967,3,-0.78,-0.53,,-0.64,-0.67,-0.57,-0.44,0.93,-0.6967,-0.626,-0.14,-0.21,1.0,0.0,,,La Nina,-0.26,-0.0,Neutral,La Nina,True,False,True,train
1967-04,1967,4,-1.08,-0.45,,-0.78,-0.64,-0.67,-0.5,0.35,-0.8333,-0.748,-0.3,-0.41,0.866,-0.5,,,La Nina,-0.33,0.05,Neutral,La Nina,True,False,True,train
1967-05,1967,5,-0.59,-0.24,,-1.08,-0.78,-0.64,-0.47,-0.38,-0.8167,-0.752,0.49,0.05,0.5,-0.866,,,La Nina,-0.42,-0.16,Neutral,La Nina,True,False,True,train
1967-06,1967,6,-0.26,-0.0,,-0.59,-1.08,-0.78,-0.57,-0.08,-0.6433,-0.67,0.33,0.52,0.0,-1.0,,,La Nina,-0.86,-0.3,Neutral,La Nina,True,False,True,train
1967-07,1967,7,-0.33,0.05,,-0.26,-0.59,-1.08,-0.67,0.04,-0.3933,-0.608,-0.07,0.75,-0.5,-0.866,,,Neutral,-0.74,-0.38,Neutral,Neutral,True,False,True,train
1967-08,1967,8,-0.42,-0.16,,-0.33,-0.26,-0.59,-0.64,-0.37,-0.3367,-0.536,-0.09,0.17,-0.866,-0.5,,,Neutral,-0.62,-0.34,Neutral,Neutral,True,False,True,train
1967-09,1967,9,-0.86,-0.3,,-0.42,-0.33,-0.26,-0.78,-0.44,-0.5367,-0.492,-0.44,-0.6,-1.0,-0.0,,,La Nina,-0.65,-0.44,Neutral,La Nina,True,False,True,train
1967-10,1967,10,-0.74,-0.38,,-0.86,-0.42,-0.33,-1.08,-0.5,-0.6733,-0.522,0.12,-0.41,-0.866,0.5,,,La Nina,-0.85,-0.64,La Nina,La Nina,True,False,True,train
1967-11,1967,11,-0.62,-0.34,,-0.74,-0.86,-0.42,-0.59,-0.47,-0.74,-0.594,0.12,-0.2,-0.5,0.866,,,La Nina,-1.07,-0.74,La Nina,La Nina,True,False,True,train
1967-12,1967,12,-0.65,-0.44,,-0.62,-0.74,-0.86,-0.26,-0.57,-0.67,-0.658,-0.03,0.21,-0.0,1.0,,,La Nina,-0.95,-0.62,La Nina,La Nina,True,False,True,train
1968-01,1968,1,-0.85,-0.64,,-0.65,-0.62,-0.74,-0.33,-0.67,-0.7067,-0.744,-0.2,-0.11,0.5,0.866,,,La Nina,-0.72,-0.44,Neutral,La Nina,True,False,True,train
1968-02,1968,2,-1.07,-0.74,,-0.85,-0.65,-0.62,-0.42,-0.64,-0.8567,-0.786,-0.22,-0.45,0.866,0.5,,,La Nina,-0.75,-0.04,Neutral,La Nina,True,False,True,train
1968-03,1968,3,-0.95,-0.62,,-1.07,-0.85,-0.65,-0.86,-0.78,-0.9567,-0.828,0.12,-0.3,1.0,0.0,,,La Nina,0.15,0.28,Neutral,La Nina,True,False,True,train
1968-04,1968,4,-0.72,-0.44,,-0.95,-1.07,-0.85,-0.74,-1.08,-0.9133,-0.848,0.23,0.13,0.866,-0.5,,,La Nina,0.28,0.58,El Nino,La Nina,True,False,True,train
1968-05,1968,5,-0.75,-0.04,,-0.72,-0.95,-1.07,-0.62,-0.59,-0.8067,-0.868,-0.03,0.32,0.5,-0.866,,,La Nina,0.16,0.53,El Nino,La Nina,True,False,True,train
1968-06,1968,6,0.15,0.28,,-0.75,-0.72,-0.95,-0.65,-0.26,-0.44,-0.668,0.9,1.1,0.0,-1.0,,,Neutral,0.01,0.45,Neutral,Neutral,True,False,True,train
1968-07,1968,7,0.28,0.58,,0.15,-0.75,-0.72,-0.85,-0.33,-0.1067,-0.398,0.13,1.0,-0.5,-0.866,,,Neutral,0.04,0.55,El Nino,Neutral,True,False,True,train
1968-08,1968,8,0.16,0.53,,0.28,0.15,-0.75,-1.07,-0.42,0.1967,-0.176,-0.12,0.91,-0.866,-0.5,,,Neutral,0.5,0.73,El Nino,Neutral,True,False,True,train
1968-09,1968,9,0.01,0.45,,0.16,0.28,0.15,-0.95,-0.86,0.15,-0.03,-0.15,-0.14,-1.0,-0.0,,,Neutral,0.67,0.98,El Nino,Neutral,True,False,True,train
1968-10,1968,10,0.04,0.55,,0.01,0.16,0.28,-0.72,-0.74,0.07,0.128,0.03,-0.24,-0.866,0.5,,,Neutral,0.95,1.13,El Nino,Neutral,True,False,True,train
1968-11,1968,11,0.5,0.73,,0.04,0.01,0.16,-0.75,-0.62,0.1833,0.198,0.46,0.34,-0.5,0.866,,,Neutral,1.11,1.09,El Nino,Neutral,True,False,True,train
1968-12,1968,12,0.67,0.98,,0.5,0.04,0.01,0.15,-0.65,0.4033,0.276,0.17,0.66,-0.0,1.0,,,Neutral,0.54,0.95,El Nino,Neutral,True,False,True,train
1969-01,1969,1,0.95,1.13,,0.67,0.5,0.04,0.28,-0.85,0.7067,0.434,0.28,0.91,0.5,0.866,,,El Nino,0.31,0.77,El Nino,El Nino,True,False,True,train
1969-02,1969,2,1.11,1.09,,0.95,0.67,0.5,0.16,-1.07,0.91,0.654,0.16,0.61,0.866,0.5,,,El Nino,0.35,0.61,El Nino,El Nino,True,False,True,train
1969-03,1969,3,0.54,0.95,,1.11,0.95,0.67,0.01,-0.95,0.8667,0.754,-0.57,-0.13,1.0,0.0,,,El Nino,-0.04,0.43,Neutral,El Nino,True,False,True,train
1969-04,1969,4,0.31,0.77,,0.54,1.11,0.95,0.04,-0.72,0.6533,0.716,-0.23,-0.64,0.866,-0.5,,,El Nino,-0.21,0.36,Neutral,El Nino,True,False,True,train
1969-05,1969,5,0.35,0.61,,0.31,0.54,1.11,0.5,-0.75,0.4,0.652,0.04,-0.76,0.5,-0.866,,,Neutral,0.16,0.51,El Nino,Neutral,True,False,True,train
1969-06,1969,6,-0.04,0.43,,0.35,0.31,0.54,0.67,0.15,0.2067,0.454,-0.39,-0.58,0.0,-1.0,,,Neutral,0.43,0.79,El Nino,Neutral,True,False,True,train
1969-07,1969,7,-0.21,0.36,,-0.04,0.35,0.31,0.95,0.28,0.0333,0.19,-0.17,-0.52,-0.5,-0.866,,,Neutral,0.62,0.86,El Nino,Neutral,True,False,True,train
1969-08,1969,8,0.16,0.51,,-0.21,-0.04,0.35,1.11,0.16,-0.03,0.114,0.37,-0.19,-0.866,-0.5,,,Neutral,0.4,0.81,El Nino,Neutral,True,False,True,train
1969-09,1969,9,0.43,0.79,,0.16,-0.21,-0.04,0.54,0.01,0.1267,0.138,0.27,0.47,-1.0,-0.0,,,Neutral,0.38,0.63,El Nino,Neutral,True,False,True,train
1969-10,1969,10,0.62,0.86,,0.43,0.16,-0.21,0.31,0.04,0.4033,0.192,0.19,0.83,-0.866,0.5,,,Neutral,0.28,0.51,El Nino,Neutral,True,False,True,train
1969-11,1969,11,0.4,0.81,,0.62,0.43,0.16,0.35,0.5,0.4833,0.28,-0.22,0.24,-0.5,0.866,,,Neutral,0.2,0.34,Neutral,Neutral,True,False,True,train
1969-12,1969,12,0.38,0.63,,0.4,0.62,0.43,-0.04,0.67,0.4667,0.398,-0.02,-0.05,-0.0,1.0,,,Neutral,-0.14,0.29,Neutral,Neutral,True,False,True,train
1970-01,1970,1,0.28,0.51,,0.38,0.4,0.62,-0.21,0.95,0.3533,0.422,-0.1,-0.34,0.5,0.866,,,Neutral,-0.08,0.19,Neutral,Neutral,True,False,True,train
1970-02,1970,2,0.2,0.34,,0.28,0.38,0.4,0.16,1.11,0.2867,0.376,-0.08,-0.2,0.866,0.5,,,Neutral,-0.3,0.04,Neutral,Neutral,True,False,True,train
1970-03,1970,3,-0.14,0.29,,0.2,0.28,0.38,0.43,0.54,0.1133,0.224,-0.34,-0.52,1.0,0.0,,,Neutral,-0.69,-0.3,Neutral,Neutral,True,False,True,train
1970-04,1970,4,-0.08,0.19,,-0.14,0.2,0.28,0.62,0.31,-0.0067,0.128,0.06,-0.36,0.866,-0.5,,,Neutral,-1.08,-0.63,La Nina,Neutral,True,False,True,train
1970-05,1970,5,-0.3,0.04,,-0.08,-0.14,0.2,0.4,0.35,-0.1733,-0.008,-0.22,-0.5,0.5,-0.866,,,Neutral,-1.26,-0.76,La Nina,Neutral,True,False,True,train
1970-06,1970,6,-0.69,-0.3,,-0.3,-0.08,-0.14,0.38,-0.04,-0.3567,-0.202,-0.39,-0.55,0.0,-1.0,,,Neutral,-1.07,-0.77,La Nina,Neutral,True,False,True,train
1970-07,1970,7,-1.08,-0.63,,-0.69,-0.3,-0.08,0.28,-0.21,-0.69,-0.458,-0.39,-1.0,-0.5,-0.866,,,La Nina,-1.12,-0.74,La Nina,La Nina,True,False,True,train
1970-08,1970,8,-1.26,-0.76,,-1.08,-0.69,-0.3,0.2,0.16,-1.01,-0.682,-0.18,-0.96,-0.866,-0.5,,,La Nina,-1.13,-0.86,La Nina,La Nina,True,False,True,train
1970-09,1970,9,-1.07,-0.77,,-1.26,-1.08,-0.69,-0.14,0.43,-1.1367,-0.88,0.19,-0.38,-1.0,-0.0,,,La Nina,-1.33,-1.15,La Nina,La Nina,True,False,True,train
1970-10,1970,10,-1.12,-0.74,,-1.07,-1.26,-1.08,-0.08,0.62,-1.15,-1.044,-0.05,-0.04,-0.866,0.5,,,La Nina,-1.73,-1.36,La Nina,La Nina,True,False,True,train
1970-11,1970,11,-1.13,-0.86,,-1.12,-1.07,-1.26,-0.3,0.4,-1.1067,-1.132,-0.01,0.13,-0.5,0.866,,,La Nina,-1.57,-1.38,La Nina,La Nina,True,False,True,train
1970-12,1970,12,-1.33,-1.15,,-1.13,-1.12,-1.07,-0.69,0.38,-1.1933,-1.182,-0.2,-0.26,-0.0,1.0,,,La Nina,-1.36,-1.12,La Nina,La Nina,True,False,True,train
1971-01,1971,1,-1.73,-1.36,,-1.33,-1.13,-1.12,-1.08,0.28,-1.3967,-1.276,-0.4,-0.61,0.5,0.866,,,La Nina,-1.18,-0.85,La Nina,La Nina,True,False,True,train
1971-02,1971,2,-1.57,-1.38,,-1.73,-1.33,-1.13,-1.26,0.2,-1.5433,-1.376,0.16,-0.44,0.866,0.5,,,La Nina,-0.98,-0.73,La Nina,La Nina,True,False,True,train
1971-03,1971,3,-1.36,-1.12,,-1.57,-1.73,-1.33,-1.07,-0.14,-1.5533,-1.424,0.21,-0.03,1.0,0.0,,,La Nina,-1.13,-0.74,La Nina,La Nina,True,False,True,train
1971-04,1971,4,-1.18,-0.85,,-1.36,-1.57,-1.73,-1.12,-0.08,-1.37,-1.434,0.18,0.55,0.866,-0.5,,,La Nina,-1.17,-0.8,La Nina,La Nina,True,False,True,train
1971-05,1971,5,-0.98,-0.73,,-1.18,-1.36,-1.57,-1.13,-0.3,-1.1733,-1.364,0.2,0.59,0.5,-0.866,,,La Nina,-1.1,-0.77,La Nina,La Nina,True,False,True,train
1971-06,1971,6,-1.13,-0.74,,-0.98,-1.18,-1.36,-1.33,-0.69,-1.0967,-1.244,-0.15,0.23,0.0,-1.0,,,La Nina,-1.0,-0.82,La Nina,La Nina,True,False,True,train
1971-07,1971,7,-1.17,-0.8,,-1.13,-0.98,-1.18,-1.73,-1.08,-1.0933,-1.164,-0.04,0.01,-0.5,-0.866,,,La Nina,-1.24,-0.85,La Nina,La Nina,True,False,True,train
1971-08,1971,8,-1.1,-0.77,,-1.17,-1.13,-0.98,-1.57,-1.26,-1.1333,-1.112,0.07,-0.12,-0.866,-0.5,,,La Nina,-1.15,-0.96,La Nina,La Nina,True,False,True,train
1971-09,1971,9,-1.0,-0.82,,-1.1,-1.17,-1.13,-1.36,-1.07,-1.09,-1.076,0.1,0.13,-1.0,-0.0,,,La Nina,-1.23,-0.9,La Nina,La Nina,True,False,True,train
